huisnummer,postcode,nrAanduiding,vblObject,inOnderzoek
5,3195ND,0599200001000515,0599010000478086,False
16,5928LC,0983200000088280,0983010000088280,False
33,5928LA,0983200000149736,0983010000149736,False
14,5928LH,0983200000088282,0983010000088282,False
21,1358CD,0034200000084209,0034010000082508,False
25,3165AC,0613200000141545,0613010000141546,False
21,5975RZ,1507202000509230,1507013000001938,False
22,5911CH,0983200000071746,0983010000071746,False
23,5928PA,0983200000036867,0983010000036867,False
21,6598DK,0907200000014432,0907010000014432,False
60,5928PR,0983200000038854,0983010000038854,False
25,5928PR,0983200000156903,0983010000156890,False
13,5807EW,0984200000015362,0984010000316794,False
38,6081PH,1640200000091739,1640010000009168,False
16,6006SM,0988200000036079,0988010000053717,False
1,5928LD,0983200000089817,0983010000089817,False
1,5813BN,0984200000026766,0984010000316884,False
4,6041AV,0957200000001451,0957010000117889,False
99,6071PX,0957200000028053,0957010000138896,False
85,5707LC,0794200000049484,0794010000093639,False
67,6065EM,1669200000238608,1669010000238607,False
36,5921JC,0983200000028915,0983010000028915,False
61,5931HM,0983200000087041,0983010000087041,False
59,5921KJ,0983200000048141,0983010000048141,False
46,5912HR,0983200000013397,0983010000013397,False
4,6014CA,1640200000089324,1640010000007450,False
111,5916PA,0983200000037760,0983010000037760,False
30,6043RM,0957200000013776,0957010000115899,False
65,6101BS,1711200000048048,1711010000048048,False
18,6001SE,0988200000037547,0988010000001454,False
75,5911GG,0983200000028308,0983010000028308,False
16,6081CX,1640200000081995,1640010000009800,False
2,6067AA,1641200001115831,1641010001115832,False
49,5802CB,0984200000020244,0984010000308096,False
1,5928LL,0983200000095218,0983010000095218,False
8,6082BC,1640200000081444,1640010000009402,False
166,5913XH,0983200000158288,0983010000158273,False
21,6003DK,0988200000034653,0988010000049257,False
12,5912JL,0983200000026451,0983010000026451,False
2,6082BC,1640200000081435,1640010000009391,False
107,3088GC,0599200000837389,0599010000432354,False
4,6199AD,0888200000040826,0888010000217753,False
4,6049CV,0957200000041843,0957010000267332,False
17,6019AA,1641200001113123,1641010001113124,False
33,6104AA,1711200000039522,1711010000039522,False
37,6031AD,0946200000223504,0946010000223505,False
156,6006AC,0988200000041522,0988010000004351,False
10,6088PA,1640200000091130,1640010000014477,False
2,6082BC,1640200000081435,1640010000009391,False
2,6003DB,0988200000034052,0988010000054436,False
16,6006SM,0988200000036079,0988010000053717,False
62,3089KR,0599200000735723,0599010000368922,False
9,6121RE,1883200000054812,1883010000054782,False
2,6082BC,1640200000081435,1640010000009391,False
71,6014AD,1640200000085247,1640010000007279,False
10,6051CR,1641200001123753,1641010001123754,False
20,6002SM,0988200000051605,0988010000049300,False
120,6002SX,0988200000038726,0988010000015587,False
51,6031CS,0946200000221906,0946010000221907,False
33,6031CD,0946200000215782,0946010000215783,False
194,6181MA,0971200000044983,0971010000506240,False
12,6135KH,1883200000019794,1883010000019794,False
16,6333AP,0951200000002176,0951010000007131,False
12,6135KH,1883200000019794,1883010000019794,False
52,2987VE,0597200000124074,0597010000124076,False
37,6136AK,1883200000048022,1883010000048022,False
11,6121RE,1883200000054795,1883010000054764,False
31,6465AB,0928200000030684,0928010000030684,False
45,6181DN,0971200000052927,0971010000010579,False
27,6442PB,0899200000291945,0899010000291946,False
10,6121PA,1883200000031414,1883010000031414,False
12,6411GM,0917200000028009,0917010000026267,False
28,6412PJ,0917200000106033,0917010000054213,False
7,4131LX,0620200000338118,0620010000026074,False
20,6361XN,0951200000005981,0951010000001549,False
54,6105BN,1711200000021228,1711010000021228,False
31,6199AC,0888200000084360,0888010000220451,False
57,6191RD,0888200000036641,0888010000006436,False
191,6413AE,0917200000023450,0917010000021955,False
56,6413AG,0917200000041220,0917010000038718,False
2,6941ST,1955200000048399,1955010000039463,False
41,6466NH,0928200000036264,0928010000036264,False
128,6411HW,0917200000008854,0917010000008137,False
62,6343PC,0986200000498297,0986010000498298,False
13,6199AC,0888200000036026,0888010000005357,False
4,6411KS,0917200000014092,0917010000013071,False
2,6241EL,0938200000022937,0938010000000870,False
5,6291BC,0981200000254652,0981010000018081,False
70,6199AA,0888200000032960,0888010000218983,False
1,6461KB,0928200000037520,0928010000037520,False
6,6135JH,1883200000011765,1883010000011765,False
9,5991NP,1894200000322133,1894010000322134,False
11,5768PD,1894200000302543,1894010000302544,False
1,6132BA,1883200000034329,1883010000034329,False
24,6365ED,0962200000218299,0962010000218300,False
148,6181MA,0971200000044962,0971010000019160,False
16,6199AD,0888200000185823,0888010000220500,False
29,1118LA,0394200001010635,0394010001010117,False
1,2742RB,0627200000006014,0627010000006014,False
19,5928RX,0983200000158814,0983010000158799,False
9,6121RE,1883200000054812,1883010000054782,False
25,5928LA,0983200000068838,0983010000068838,False
2,6361GZ,0951200000006892,0951010000002922,False
2,6101XH,1711200000052277,1711010000052264,False
54,6051AV,1641200001116471,1641010001116472,False
51,6415GE,0917200000026128,0917010000024527,False
39,6433KC,0917200000044970,0917010000042085,False
90,6191EH,0888200000039314,0888010000002330,False
1,6235NS,0938200000022519,0938010000002230,False
12,5912JL,0983200000026451,0983010000026451,False
24,6162KN,1883200000013030,1883010000013030,False
20,6229EE,0935200000099337,0935010000094932,False
27,6598DK,0907200000014434,0907010000014434,False
6,6464HM,0928200000019957,0928010000019957,False
83,5916PJ,0983200000158119,0983010000158106,False
7,6061DB,1669200000227574,1669010000227575,False
410,6181MD,0971200000711931,0971010000512426,False
1,6229PP,0935200000092624,0935010000088276,False
74,6222NV,0935200000097649,0935010000093244,False
10,6301CK,0994200002027838,0994010002027839,False
10,6041XD,0957200000007680,0957010000129025,False
1,6247EM,0905200000112279,0905010000004331,False
12,3257LH,0580200000259313,0580010000259314,False
6,5349BG,0828200001573135,0828010001573136,False
4,5704RL,0794200000090385,0794010000134443,False
65,1118LN,0394200001002410,0394010001002450,False
15,8028PS,0193200000090556,0193010000090556,False
111,3542AB,0344200000162378,0344010000159537,False
17,5347KR,0828200001603577,0828010001603578,False
19,5347KR,0828200001569689,0828010001569690,False
17,5347KR,0828200001603577,0828010001603578,False
19,5347KR,0828200001569689,0828010001569690,False
5,5347KZ,0828200001587137,0828010001587136,False
30,5222BP,0796200000338070,0796010000338071,False
4,5411DK,1685200000007551,1685010000007416,False
15,5975RX,1507202000509710,1507013000002461,False
1,5347JM,0828200001556623,0828010001556624,False
43,5386KT,1671200000004066,1671010000003684,False
24,5482TK,0844200000134686,0844010000109673,False
13,5427ES,0755200000005564,0755010000003112,False
24,3606AS,0333200000003446,0333010000015557,False
12,3542AC,0344200000006641,0344010000005935,False
40,5651GH,0772200000092774,0772010000749325,False
2,5807GB,0984200001145399,0984010001115384,False
2,4751XN,1655200000541049,1655010000541050,False
7,6422PJ,0917200000107116,0917010000055294,False
149,5235EC,0796200000403266,0796010000403267,False
9,4261KC,0738200000009429,0738010000003972,False
9,5258LH,0845200000007254,0845010000002822,False
3,1185XV,0362200000023750,0362010002023750,False
39,5342LW,0828200001593627,0828010001593628,False
39,5342LW,0828200001593627,0828010001593628,False
17,5051AA,0785200000002037,0785010000007945,False
7,5469ER,0860200000014371,0860010000006744,False
15,6836GK,0202200000374153,0202010000374154,False
2,4143HM,0545200000355847,0545010000355848,False
50,2408AN,0484200000031526,0484010000031526,False
83,5411AT,1685200000002448,1685010000002388,False
5,5657EA,0772200000082072,0772010000757616,False
64,5527LC,1728200000089926,1728010000089936,False
100,5504RP,0861200000396833,0861010000396834,False
36,5715PD,0847200000018532,0847010000008195,False
2000,5657EX,0772200000097014,0772010000736270,False
102,1101CM,0363200000496619,0363010001021471,False
2500,5657DZ,0772200000095854,0772010000756238,False
12,5651GL,0772200000097171,0772010000792876,False
12,5721VW,0743200000017707,0743010000007160,False
313,1431GB,0358200000000619,0358010018943853,False
7,5555XN,0858200000009373,0858010000008585,False
75,5757BJ,0762200000000237,0762010000007507,False
7102,5692HC,0848200000002207,0848010000006530,False
33,3165AM,0613200000140959,0613010000140960,False
4,5694NN,0848200000003467,0848010000001954,False
34,5401PE,0856200000363517,0856010000363518,False
12,5667KX,1771200000008175,1771010000008175,False
9,5627GA,0772200000113047,0772010000742759,False
83,5575AE,1724200000005742,1724010000004827,False
73,5554SX,0858200000008465,0858010000015225,False
53,5691BA,0848200000002721,0848010000001826,False
9,6026PX,1706200000017151,1706010000017151,False
11,5531AE,1728200000083056,1728010000083056,False
70,5421RV,1652200000008247,1652010000008247,False
12,5657EN,0772200000112063,0772010000707100,False
14,3994DK,0321200000008894,0321010000008894,False
49,5684PH,0753200000080985,0753010000009640,False
2,5145NW,0867200000029520,0867010000059189,False
1,5145NC,0867200000260348,0867010000065477,False
9,5047TM,0855200000078901,0855010000093729,False
14,5662TM,1771200000008787,1771010000008787,False
28,5451GV,0815200000000967,0815010000000967,False
165,5575AG,1724200000006178,1724010000004881,False
603,5462GH,0860200000003115,0860010000004655,False
2204,6604LD,0296200000001773,0296010000001973,False
3,5626BK,0772200000076536,0772010000701044,False
31,5651GK,0772200000094177,0772010000702443,False
63,5625CA,0772200000064042,0772010000768536,False
9,5262LL,0865200000000698,0865010000000398,False
6,6026VL,1706200000017279,1706010000017279,False
52,5236BP,0796200001021136,0796010001021137,False
10,5469EM,0860200000014333,0860010000006805,False
9,5916PJ,0983200000157557,0983010000157544,False
10,5405BW,0856200000371801,0856010000371802,False
6,5253RL,0797200000826232,0797010000057557,False
6,5281PL,0757200001523783,0757010001523782,False
2,5595XH,1658200000160683,1658010000020152,False
12,5347KM,0828200001589403,0828010001589402,False
3,5156NL,0797200000035435,0797010000011264,False
6,5661NG,1771200000012052,1771010000012052,False
57,5657EA,0772200000111580,0772010000702217,False
6,5236WB,0796200000310015,0796010000310016,False
16,5709RZ,0794200000055650,0794010000099797,False
6,5661NG,1771200000012052,1771010000012052,False
60,1332EJ,0034200000051521,0034010000026499,False
3,5632CW,0772200001062336,0772010001062299,False
15,1431BA,0358200027915900,0358010028203241,False
22,5262SJ,0865200000012576,0865010000012560,False
28,5451GV,0815200000000967,0815010000000967,False
4,5076SN,0788200000003025,0788010000001354,False
49,5688EC,0823200000006700,0823010000001112,False
112,5705CL,0794200000085846,0794010000129913,False
47,5721TZ,0743200000010738,0743010000000738,False
12,5651GL,0772200000097171,0772010000792876,False
9,5151WD,0797200000023005,0797010000005399,False
16,5482TK,0844200000134677,0844010000109664,False
30,5341GM,0828200001593953,0828010001593954,False
7,5731CC,1771200000016471,1771010000016471,False
5,5527CA,1728200000082739,1728010000082739,False
2,5581HE,0866200000004329,0866010000004329,False
195,5654AN,0772200000093331,0772010000762510,False
69,5401HA,0856200000378485,0856010000378486,False
6,5831WE,0756200000009863,0756010000009863,False
87,3445VV,0632200001002225,0632010001002207,False
53,5071RC,0855200000038240,0855010000106530,False
2,5349BV,0828200001557751,0828010001557752,False
4,5236TJ,0796200000310515,0796010000310516,False
4,5691GL,0848200000004774,0848010000003375,False
49,5688EC,0823200000006700,0823010000001112,False
78,5151HN,0797200000023289,0797010000001049,False
5,5384SW,1721200000000525,1721010000000525,False
13,5402HW,0856200000363397,0856010000363398,False
5,5408SZ,0856200000390972,0856010000390973,False
8,5521DE,0770200000002687,0770010000006930,False
45,5251LZ,0797200000029643,0797010000015928,False
55,5464PN,0860200000017535,0860010010901728,False
17,5741GK,1659200000005158,1659010000005158,False
1,5652LA,0772200000038376,0772010000781071,False
13,5441PB,0756200000005476,0756010000005476,False
2,5441PB,0756200000005467,0756010000005467,False
25,5845ET,1702200000000384,1702010000000384,False
15,5735KM,1659200000006793,1659010000006793,False
13,5346WK,0828200001557855,0828010001557856,False
25,5611AZ,0772200000089853,0772010000732894,False
5,5091BG,0823200000006423,0823010000001871,False
2,5595XH,1658200000160683,1658010000020152,False
2,5215MX,0796200000414698,0796010000414699,False
17,9645LZ,0047200000308672,0047010000308671,False
5,5753RL,0762200000011198,0762010000009376,False
14,5431NN,1684200000010596,1684010000010596,False
3,5632CW,0772200001062336,0772010001062299,False
2,5074PR,0788200000001144,0788010000005177,False
45,5712BA,0847200000024462,0847010000013954,False
21,5397GN,0828200001562045,0828010001562046,False
20,5754AE,0762200000003376,0762010000000341,False
5,5283PM,0757200001460258,0757010001460259,False
93,2627AT,0503200000122512,0503010000054323,False
50,4261BZ,0738200000005878,0738010000000421,False
59,3341LL,0531200000009042,0531010000009042,False
1,4283JL,0874200000034616,0874010000003647,False
5,5411NE,1685200000006786,1685010000006678,False
43,5014LT,0855200000082003,0855010000026752,False
9,5386EV,1671200000005240,1671010000005273,False
27,5221GS,0796200000405765,0796010000405766,False
2,5657ES,0772200000088835,0772010000732618,False
9,1118LP,0394200001002415,0394010001002455,False
14,5644HP,0772200000023819,0772010000800574,False
3,5397HA,0828200001506403,0828010001506404,False
9,5374CE,1685200000000826,1685010000000787,False
2,5107RE,0766200000001477,0766010000001477,False
18,2411XD,0497200000007465,0497010000005078,False
36,5715PD,0847200000018532,0847010000008195,False
17,5215CS,0796200000374778,0796010000374779,False
14,4251GB,0870200000043767,0870010000008535,False
22,5076PZ,0788200000000354,0788010000001208,False
19,4264AT,0738200000067444,0738010000006211,False
113,5215AH,0796200000422383,0796010000422384,False
1,5151ST,0797200000038835,0797010000005166,False
30,5451NL,0815200000002177,0815010000002177,False
3,5343EV,0828200001523055,0828010001523056,False
45,5048AV,0855200000032797,0855010000063226,False
18,6026VH,1706200000018771,1706010000018771,False
199,5751KX,0762200000013599,0762010000013567,False
199,5751KX,0762200000013599,0762010000013567,False
19,5993SL,1894200000344255,1894010000344263,False
20,5482TG,0844200000129299,0844010000104294,False
26,5051DZ,0785200000006868,0785010000008082,False
8,5048AE,0855200000023145,0855010000093448,False
8,4825AZ,0758200000097992,0758010000097753,False
14,5126PT,0784200000000397,0784010000001890,False
45,5015BT,0855200000074682,0855010000065207,False
30,1118LB,0394200001010649,0394010001010131,False
41,3194AA,0599200000302828,0599010000179415,False
8,5111HJ,0744200000002391,0744010000003404,False
45,5015BT,0855200000074682,0855010000065207,False
9,5062AG,0824200000003856,0824010000003856,False
39,5091DH,0823200000009313,0823010000009934,False
483,5011SL,0855200000073034,0855010000046961,False
