kvk_nummer,bedrijfsnaam
54210062,Duineveld Cultuurtechniek
59476451,Aannemingsbedrijf Van der Heijden Nistelrode B.V.
18042911,"F.J.P. Sterkens, h.o.n. Trans Stars"
46848479,KissTrans s.r.o.
18062840,Oftex Textiel Recycling B.V.
58516271,Wiebe Dijkstra B.V.
51878070,RuVejo B.V.
62169181,Litrans B.V.
60510307,"D.R.H. Vermeire, h.o.n. D. Vermeire"
06066352,Euro-Chemicals B.V.
02061226,"A. Bakker, h.o.n. Albert Bakker oud ijzer en metaal Handel"
64246132,Hoogendoorn Transport Capelle
32084552,DISKO computer care B.V.
34151788,Pro - Cargo s.r.o.
51395169,DSM Delft Permit B.V.
55307051,Mobifloat B.V.
64460525,"Y. Douhou, h.o.n. Y. Douhou Transport"
56933983,"K.C. Bakker, h.o.n. Kerkhof en Bakker Veevoeders en Transport"
63234467,Asinka Transport B.V.
63831759,"L.M. Vaessen, h.o.n. C-Solutions"
63546620,De Bondt Transport B.V.
50903969,"G.W.H.J. Amting, h.o.n. Amting"
60468459,GrenzeloosTransport B.V.
56442238,"J.M.B. van Kalker, h.o.n. Van Kalker Transport"
24201206,De Haas Maassluis B.V.
37112583,Bodegom Beheer B.V.
64023362,Kuperus Metaalhandel v.o.f.
63443848,VOF Rock Solid / Afvalzorg
30227360,Langerak Zegveld Transport V.o.f.
29022167,Dekker Auto Exploitatie Mij. B.V.
30124973,D.C.P. Dutch Cargo Purchase B.V.
55287743,"L.M.M. Houben, h.o.n. Houben Outdoor"
71845208,Romatrans
64468232,De Klein Transport
60777664,"M. Stolze, h.o.n. M. Stolze handel en transport"
60973145,M.J. van Duren Transport B.V.
26778173,Home & Garden s.r.o.
58583246,IPT Recycling B.V.
63424398,V.A.B. Boxmeer B.V.
64736946,Cees Rasenberg Transport B.V.
64632032,"J.W. Zaaijer, h.o.n. Zaaijer Transport"
14081156,Media Markt Maastricht B.V.
64263282,Snippenberg Transport
14104412,Transport en Logistiek Venlo B.V.
04060189,"Pomper V.o.f., h.o.n. Loon- en Grondverzetbedrijf Pomper"
59603453,V.o.f. Mooi-Adolfs Transport en Agrarische Dienstverlening
64685284,Klijn Milieutechniek B.V.
59051604,Guadeloupe Shipping C.V.
56881800,Opnieuw & Co. Back-Office B.V.
64221199,ARM Afval Recycling Maastricht B.V.
08090532,TLS Logistics B.V.
08128100,Wernsen Transport V.o.f.
63296357,"A. van der Kieft, h.o.n. Van der Kieft Events / Projects"
62609645,Ecopark Breda B.V.
64941124,"T. Oosting, h.o.n. 4 All Metals"
64647129,PB Transport B.V.
56867786,Rijnmond Transport Service B.V.
64389448,Bunt Asbestsanering B.V.
63231158,Road Maintenance Support B.V.
22686448,AFRICATRANS KFT
54997380,Handelsonderneming P.E. Vianen B.V.
09129456,Mainfreight Logistic Services Born B.V.
18072698,Maton Groep B.V.
18059721,Maton-De Rooy B.V.
14092846,Laeven Infra B.V.
05013330,Van der Sluis Transport B.V.
61129569,De Vertakking B.V.
64713040,"R.S. Kortekaas, h.o.n. Ronald Kortekaas Transport & Logistiek"
10043142,Enviroplan Nederland B.V.
54726476,Recyfood B.V.
57527938,ASR Totaal B.V.
61871567,Jansen Shredder Recycling B.V.
58455086,Oval Balloon B.V.
20169834,Roosenboom Logistiek B.V.
64086801,Euregio Metaal Recycling B.V.
55134254,GMI Bodemmanagement B.V.
56977379,Loonwerkersbedrijf  Gebroeders De Jong v.o.f.
64720926,E.V.A. Dienstverlening V.O.F.
08017955,"J. de Jager, h.o.n. De Jager Transport"
56483856,Van der Linden Transport en Handel B.V.
64951766,"W.G. Hendriks, h.o.n. Loon en grondverzet Hendriks"
08060936,"J.W.J. Doornewaard, h.o.n. Doornewaard Loonbedrijf en Grondverzet"
17191792,Nooijen-van Bommel Loonwerk en Landbouw B.V.
01084077,"O. Boek, h.o.n. Onderhouds- en Gevelreparatiebedrijf Boek"
62172794,"G.J. van Goor, h.o.n. GVG"
55840213,VAN WIJNGEN INTERNATIONAL B.V.
64093220,Pertien Verhuurbedrijf V.O.F.
24485537,"B. Jacobs, h.o.n. B. Jacobs Metaal Recycling"
64814386,Alex Helmer Containerverhuur B.V.
64814327,A. Helmer Containerverhuur B.V.
33281253,Eijlers Edes Milieu B.V.
63012499,Hartog Containers B.V.
17267636,Pat Bergman Transport V.o.f.
62918923,TUSTI B.V.
30156896,G.E. van Dam Grond- en Sloopwerken B.V.
63784165,"C. Schmidt, h.o.n. Handelsonderneming C. Schmidt"
64744647,Transport Combinatie Aduard V.O.F.
64469395,Van Beers Trucking B.V.
64075605,"A. Ayoubi, h.o.n. A. Ayoubi Transport"
59980877,"A.C. Bom, h.o.n. Bom Machine verhuur"
62247174,"A.J.B. Majoor, h.o.n. Stopmijnafval"
61546674,Van Berghe Asbestsanering B.V.
64598020,Jowitra V.O.F.
56431120,"A. Hovestadt, h.o.n. Svo Confianza"
16070894,Van Kaathoven Nederland B.V.
32665410,GAFITRANS SRL
54725070,C. Jacobs containers & transport
64231429,Milieudiensten Amstelland B.V.
01907832,H & K Trans s.r.o.
24160636,Tocar speed s.r.o.
64923592,KS TRANSPORT V.O.F.
64950883,C.V. Scheepvaartonderneming Green-Traffic
24306131,Merlease 3 B.V.
08137550,"L.P. Gerrits, h.o.n. L.P. Gerrits"
64882640,"E.A. van Loon, h.o.n. Valomet"
20058791,Thegra Tracomex B.V.
20130450,Thenergy B.V.
39100994,"M. Schmitz, h.o.n Handelsonderneming Schmitz"
23051919,KAEFER Nederland B.V.
58345361,"C.J.F. Deen, h.o.n. Deen JR"
04055576,Vos Ruinen V.o.f.
37127997,Ambrosius Transport B.V.
64397831,Just Crow B.V.
64836185,"A.Steenhuis, h.o.n. Handelsonderneming Harrie Steenhuis"
60957425,Mecore B.V.
62086014,Circulus-Berkel B.V.
65024613,"P.J. van Welij, h.o.n. Handelsonderneming Wemeta"
37137704,"T.P. Tol, h.o.n. Theo Tol Support, t.h.o.n. Tol Transport"
01111424,"J. Wiersma, h.o.n. Witra"
34024483,Schoorl-Van der Veldt B.V.
62103032,J.L. Heuvelman Scheepvaart B.V.
24276950,Haven Transport Service B.V.
60843918,Ultra Logistics B.V.
55215149,"M.T. Groenland, h.o.n. Marjan Groenland Transport"
65043464,JJE Transport B.V.
65046617,AvMTrans B.V.
16026682,Firma van Rulo V.O.F.
62664581,Amizicia Barging B.V.
59181923,Ucargo NL B.V.
37081199,Kuiper en Zn. Transport B.V.
64354423,Scheepvaartbedrijf van `t Veer   V.O.F.
65108205,"F.C.M. Berg, h.o.n. Frank Berg Transport"
61787280,Visser Sloopwerken & Asbestsanering B.V.
61996599,Grebbedam Milieutechniek B.V.
58773711,Tj Middelkoop Transport
59229454,van Ewijk IJzer en Metaalhandel
28093378,Beek Container Distributie B.V.
53414896,V.O.F. Scheepvaartonderneming Sardonix
03280802,Mankomp s.r.o
25978551,HUM s.r.o.
64688186,"P. Westmaas, h.o.n. Westmaas Transport"
64108635,Heins Transport Hoogeveen B.V.
62474332,Streen Grondwerken B.V.
62493922,Koeriersbedrijf Mokum
64373134,A.M.R. B.V.
56241739,DVDS Verhuur en Trading B.V.
65120671,"M.J. Klip, h.o.n. Klip's metaal ophaal service"
34041196,Verduyn Group Nederland B.V.
23044582,V.o.f. JSB Transport
09148356,SUEZ Plastics Trading B.V.
64676692,"A.C. van der Hoorn, h.o.n. A vd Hoorn Grondwerken"
56199074,C.J.L. de Kruijf Grondverzet B.V.
60965231,Loonbedrijf D. van Stipdonk B.V.
63145243,Selectra Spol  s.r.o.
10011602,Transportbedrijf Van Oort B.V.
64647382,Dutch Dedicated Logistics B.V.
61974447,Oké Asbestsanering B.V.
24371669,Den Boer Groenprojecten V.O.F.
63863189,Asbestsanering Eindhoven B.V.
57188262,Stichting Het Boelhuys 
36046023,Peter Appel Transport B.V.
24247146,SILKE LOGISTIC s.r.o.
64454657,Ueberbach Transport V.O.F.
64583538,Sea Level V.O.F.
20124797,Koeriers Service Roosendaal B.V.
52867099,H. Pouls & Zn. Internationale Transporten B.V.
64059464,Mobirec B.V.
60510951,RECYCLING-CONTINUE B.V.
01077124,Kooiker Distributie B.V.
34096080,De Groot Waterbouw B.V.
34363838,Gemeente Uitgeest
01151375,ENTRESO B.V.
21013024,R.C.E. van Rattingen
65159969,Gebr Heijns Transport vof
64857409,"D. Roggeveen, h.o.n. Roggeveen Transport"
57755752,"D.G. Kras, h.o.n. PlastiCorp industries"
54182123,"G. van der Linden, h.o.n. Gupa Transport en Dienstverlening"
60817119,Schoonmaakbedrijf Jeurcrama B.V.
63291185,Remie Transport Huissen B.V.
57991405,Hakvoort v.o.f.
64780538,Wielink Co-Producten B.V.
17269857,"Metalor Technologies (UK) LTD, t.h.o.n. Metalor Technologies (Nederland)"
59012757,"P. Verheesen, h.o.n. 't Aad iezer Buurke"
17143928,"W.F.M. de Groot, h.o.n. Wim de Groot"
64421872,BTS B.V.
64916197,Niels van Wageningen
64628469,JACOB EXPRESS V.O.F.
59561661,"E.K. Fontijn, h.o.n. EKF Shipping"
61856487, Van der Flier Grondzuigen BV 
32129705,SRO Kennemerland B.V.
08140361,G.J. Klomp 
41222777,Rode Kruis Ziekenhuis B.V.
27282784,Rollema Transport B.V.
69156697,Transportservice Brabant V.O.F.
10041307,Banken Champignons B.V.
65289757,Driessen Dakwerk V.O.F.
34249292,D.J. Middelkoop en Zonen Nieuw Vennep B.V.
63481472,"F.H.H. Scheffer, h.o.n. Frank Scheffer Metaalrecycling"
61124214,Nick Willigenburg Transport B.V.
28983050,LIMBOURG TRANSPORT s.r.o.
59575301,Van Roekel B.V.
56428367,"J.P.J. Kleijn, h.o.n. Michael Allround Service Company"
22049232,American Car Recycling van den Berg B.V.
64811336,J. Vlot en Zn. B.V.
63336022,di Santo B.V.
64651576,SaGIP J+M spol. s r.o.
71587667,Bunschoten Transport Almere
65085426,Zimmermann Minerals B.V.
22105811,Avtokomplekt Ltd
20102557,Mammoet Road Cargo B.V.
36740411,EAST TRANSPORT AND LEASING s.r.o.
63099586,Grondwerk en Machineverhuur T. Middelbrink V.O.F.
30103330,Jan Snel jr. Beheer B.V.
24394950,HVM Logistics B.V.
64131297,"G. Coljé, h.o.n. Loonbedrijf Gerard Coljé"
55387152,MNE B.V.
04083026,EVI Nederland V.O.F.
24155331,JOSKA Trans s.r.o.
20140087,A.A. Hendrikse
24168570,DHL Supply Chain (Netherlands) B.V.
64578720,Melan Transport B.V.
54435714,V.o.f. D. van Dijk Transport
55892221,Opslag en transport Service M.C. Bom V.o.f.
24378421,Karadeniz Tex B.V.
20116647,Dijmex Europe B.V.
65501896,"C. Laaij, h.o.n. Lacovet"
09146928,A. van Voorthuisen
02074229,"A.J. Abbas, h.o.n. D.J. Abbas Internationaal Transport"
61959464,"D.J. Otterspeer, h.o.n. Scheepvaartbedrijf Merdeka"
24268020,KC Doprava s.r.o.
11092928,ALFI PLUS KFT
32113277,Roll-on Service V.o.f.
10027228,Jaap Sterk Exteriors
12847831,Sprint Cargo Kft.
17112868,Bouwstoffenbank B.V.
63845040,"K.M.G. Jongerius, h.o.n. Kelvin Jongerius"
27150668,Verhuisbedrijf Henneken B.V.
02039277,"R.H. Dijkstra, h.o.n. Loonbedrijf R.H. Dijkstra"
65231368,Timmermans Container Service B.V.
61835072,Transportcenter B.V.
50106236,Gemeente Haaren
65264967,BQ Duiker B.V.
61592765,Soni's Logistics B.V.
65507568,"W. van Lith, h.o.n. Meierij Transport Service"
65487850,SCR Compagnie de Recyclage B.V.
01732684,DAMA TRANS s.r.o.
28112701,E & R Vollering V.o.f.
28142632,IESA Logistics a.s.	
29313490,SKODÍK s.r.o.
62555847,WM Trading B.V.
61467332,"M.F.W. van Zeventer, h.o.n. van Zeventer"
47006498,"GRETATRANS SLOVAKIA, s.r.o."
64914771,Rewaste Waste Solutions B.V.
55495435,A naar B Transport V.o.f.
39090927,Technica Partners B.V.
56964994,Roaltra V.o.f.
63304287,Marina Transport B.V.
65213106,V.O.F. De Koe Transport
64911497,Transportbedrijf Martens Best B.V.
64767329,Ter Horst Recycling Goor B.V.
08081121,Logistic Care V.O.F.
64767256,Ter Horst Milieu Goor B.V.
01154890,"A.Lehmann, h.o.n. Dressuurstal Anne Lehmann"
01093076,Media Markt Leeuwarden B.V.
04763751,Konzult-Transport s.r.o.
64854256,Lucabak B.V.
61417750,Aa Pallets B.V.
02080835,Aannemersbedrijf Lamein B.V.
64094588,Rometrec B.V.
64013847,CP Metalen B.V.
24469769,"M. Aslan, h.o.n. POLYEXIM International Trading"
61807834,"R.B. Duijts, h.o.n. RDdienstverlening"
08174436,M. Kolbrink Internationaal Transport V.o.f.
34140612,"T.C. van Schie, h.o.n. Theo van Schie Loon- en Verhuurbedrijf"
64906205,"M.A. Vogels, h.o.n. M.A. Vogels Transport"
65398823,Dekker Asbestsanering B.V.
64523063,"B.J.J. van Poppel, h.o.n. B van Poppel"
05049003,Mussche B.V.
58516441,"T. Kat, h.o.n. Unotan Transport Services"
65022580,Transportbedrijf Duinkerke-Oosterlee V.O.F.
59591099,"R. van 't Wout, h.o.n. Reinier van 't Wout Transport"
61420735,Maatschap De Jong en Den Herder
65384830,Kordun Trans V.O.F.
61295981,Welte Transport B.V.
60156805,Amovatiebedrijf G.A.S. B.V.
64767795,Ter Horst Milieu Veenendaal B.V.
64767892,Ter Horst Recycling Veenendaal B.V.
64931633,T.G.C.
65213068,"E. Krul, h.o.n. Edo Krul"
64158675,Satotrans B.V.
63870118,Jac. van 't Kruis en Zonen B.V.
64413675,V.O.F. Martien Olsthoorn
71352279,M.R.T Metals
64201449,AWL Moerdijk B.V.
24345996,"L.F.R. Bos, h.o.n. Transportbedrijf L.F.R. Bos"
65211626,Creusen Int. Transport V.O.F.
64585948,"R.C.A. Janssen, h.o.n. Roger Janssen Int. Transport Velden"
64937755,Beens Transport Dronten V.O.F.
37105928,Krap Internationaal Transport V.o.f.
39078642,Varia Vis B.V.
10011639,Internationale Transporten Croonen B.V.
17194416,Essbos B.V.
65180704,Pothuizen Metaalrecycling B.V.
63438534,Stichting Taxus Taxi
14088073,Liane V.O.F.
02322999,Amasus Shipping B.V.
62052160,Kruisweg Holding B.V.
62627198,Siersack-de Kruijk C.V.
30167836,Eneco Energy Trade B.V.
65469046,A. Boer Transport B.V.
37005739,Beers Holding B.V.
07708260,Totus Environmental Limited
50049151,Van der Donk Transport B.V.
59058277,"W.R.C. Maes, h.o.n. Scheepvaartonderneming M.S. Montignac"
65432622,Bosma Scheepvaart B.V.
01142192,"H.H. Seegers, h.o.n. H&H Seegers"
29031656,"J. Zwarteveld, h.o.n. Transportbedrijf J. Zwarteveld"
64945634,R. van Zwam Transport V.O.F.
78320020,Transport Finec d.o.o.
65620186,"T.R. de Vries, h.o.n. Recyclebox"
65329996,Scoops B.V.
02065981,Sandra W. Shipping B.V.
64359026,Vice Versa Shipping v.o.f.
64130878,Globetrans vof
58574719,"A.C. Battels, h.o.n. Top Drive Auto's"
01013888,BMN Bouwmaterialen B.V.
35645719,SC DBM AUTOTRANS SPEDITION SRL-D
64904091,Hendriks Transport B.V.
56784376,Transportbedrijf Broeren V.o.f.
64886409,"J.J.E.C. Voncken, h.o.n. Jos Voncken Transport"
60990201,V.O.F Bernouw ms Temporeel
64900959,Rijn B.V.
65431588,FOCUS Milieu B.V.
63045257,V.O.F J & A Mijnster
62487205,"Y. El Yaakoubi, h.o.n. Koebie Transportdiensten"
65603710,"A. Reuvers, h.o.n. Auto-Demontagebedrijf Reuvers"
64462315,Kok Logistics
65150732,Afvalcollectiefwageningen
64853195,Gubbels Agro V.O.F.
28116513,"W. Ketting, h.o.n. Wouter Ketting Transport"
65701585,VieDa Oils & Fats Handelsonderneming B.V.
64116123,"J.K. Heinhuis, h.o.n. Joka Ruurlo"
61554030,Ship and Offshore Recycling Holland B.V.
50090046,Mook Machineverhuur B.V.
64833933,Berg Sloopwerken V.O.F.
33380526,SC CONEUS LOGISTIC SRL
29373202,SC SAV SILVA SRL
54430720,"E.A. Schipper, h.o.n. SGS"
65455371,Chelo Recycling B.V.
61737178,Van Oostenbrugge Pallets B.V.
09138895,Schouten Groencultuur V.O.F.
39063057,Duw- en Sleepvaartbedrijf J. van de Berg V.O.F.
24330087,Coolblue B.V.
65509315,Addio Maritieme Logistiek B.V.
04054651,Orthometals B.V.
14073875,Media Markt Heerlen B.V.
23081909,"A.W. Gouwens, h.o.n. Transportbedrijf A.W. Gouwens"
30153744,Loon- en Grondverzetbedrijf Jan Rauw en Zn. B.V.
59503947,"A.C. van Dam, h.o.n. A C van Dam Dienstverlening"
65780736,Riwald Recycling Beverwijk B.V.
65430662,"G.B. Jansen, h.o.n. Ben Jansen Metaalrecycling"
62569406,"A.D. Grob, h.o.n.  A. Grob Dienstverlening"
65632958,Oud IJzer Bravo60
11941372,T.O.M. Trans Duna Kft.
10043448,Gebr. Bouwman B.V.
71913580,Lamberink Goederen Transport
23066209,Meerkerk Transport V.o.f.
62213717,"T. Stor, h.o.n. Wilth Consultancy"
64610519,V.o.f. Allegria
62253166,"R. van der Weide, h.o.n. Metaalrecycling Van der Weide"
65026535,Van Leeuwen GWW B.V.
63049651,"A. Bakker, h.o.n. Bakker Scheepvaart"
60364157,"E. van der Laan, h.o.n. Van der Laan"
64944069,"A.A. van Veldhuizen- van Wijk, h.o.n. Euro Recycling"
65663608,"R.C. de Jong, h.o.n. Scheepvaartonderneming Farber"
59721235,"F.F.H. Gerrits, h.o.n. F.Gerrits Verhuur"
29031065,Grondtechniek en Rioolreiniging Gebroeders Van Vliet B.V.
55415369,Dekker Grondstoffen B.V.
12015314,ROYAL TIGER OÜ
61893463,Koeman Transport v.o.f.
65410890,"R. Groen, h.o.n. Roxanne Groen Transport"
62592564,Grondstoffen Recycling Weert B.V.
65024710,"W.P.M. Janssens, h.o.n. W. Janssens"
24350586,De Witte Nationaal en Internationaal Transport V.o.f.
30148707,Te Rietstap Transport B.V.
22046995,Viaflex B.V. 
60329599,Change2move B.V. 
54625297,Ducotrans B.V. 
22048710,"D. Mast, h.o.n. Transport Mast"
56649827,G.J. Lamers
08024386,"G. van den Berg, h.o.n. Sloopwerken & Asbestsanering Van den Berg"
30116261,Primaparts Automaterialen B.V.
71375724,Frantisek Roza
65595858,Kumar B.V.
65068335,Sturm en Dekker saneringen B.V.
17173613,Heijl Holding B.V.
65875230,"J.G. Kroesen - Buring, h.o.n. J. Kroesen"
61657514,Cautus Projecten B.V.
11067662,"B.J. Swinkels, h.o.n. B. Swinkels"
63468719,Vaarboer & Twint Logistiek B.V.
28024770,Gebroeders De Groot V.O.F.
08082565,"A. Davelaar, h.o.n. Verhuurbedrijf Davelaar"
65583434,ContainerOnline B.V.
65583264,Wastenet Inzameling B.V.
74976923,Gallant Metaal B.V. i.o.
14100905,"J.J.P. Berden, h.o.n. Joost Berden Grondwerken"
63767295,T.W. Amstel Infra B.V.
64995712,AB. COM Transport B.V.
33267535,Hoveniersbedrijf B & C v.o.f.
65745000,DB Scheepvaart en Transport B.V.
27069536,Slager Automaterialen B.V.
63768836,W3E B.V.
24266381,Aannemingsbedrijf C. de Kwaadsteniet B.V.
65137531,Holwerda Recycling B.V.  t.h.o.n. Prodak Archiefvernietiging
10033830,"M.Wimmer, h.o.n. Handelsonderneming Wimmer"
65922360,"M.G. Topçu, h.o.n. 5T Tex"
64957705,V.O.F. R&R vd Donk Duw-sleepvaart
24434586,Bronij Infra B.V.
09168848,"P.J. Swinkels, h.o.n. Autodemontage Kanaaldijk"
50976710,Issaskar V.O.F
24370285,Gebr. Dekker V.O.F.
62357298,"H.K. Steigstra, h.o.n. H.K. Steigstra Transport"
68785062,V.o.f. N.C. Bernouw
60932228,Metaal Recycling Assen B.V.
65960998,"G.B. Post, h.o.n. Post Edelmetaal"
65947460,"P.G. de Jong, h.o.n. P. de Jong Internationaal Transport"
62263129,Veeg Service Nijland v.o.f.
59003901,Deereke V.O.F.
64880885,"A.Dijkman-Sanders, h.o.n. Dijkman, Garage-, Heftruck- en Transportbedrijf"
20096355,"J.A.M. van Gerwen, h.o.n. Van Gerwen Logistics"
51552450,Jennissen Mesthandel en Transport B.V.
64937933,V.O.F. Challenger
65748026,Afvaldirekt B.V.
65419170,Tapken Internationaal Transport B.V.
10021205,De Overhaag B.V.
30086031,G. Verweij
65690036,Koko Verhuur B.V.
30182814,Westland Weg- en Watertransport
64918475,"J.A. Bruinen, h.o.n. Loonbedrijf John Bruinen"
64840476,"M. Bos, h.o.n. Bos IJzer en Metaalrecycling"
63264986,V.O.F. Catheli
57776652,"A.G.C. Mantel, h.o.n. Arthur Mantel Transport"
57728666,"P.M. Berkvens, h.o.n. Berkvens Bandenrecycling"
61822795,BNV B.V.
63227223,"W.I. Zwemer, h.o.n. Zwemer Verhuur"
53450043,"W.M. van Buuren, h.o.n. Loonbedrijf Willem van Buuren"
65354850,A. en T. de Ruiter v.o.f.
65557093,"R.J.W. Boeter, h.o.n. Boeter Transport"
39059709,Transportbedrijf Wiegmink B.V.
32154562,"J.C. Hop, h.o.n. Jeroen Hop Verhuur"
64215180,Chila v.o.f.
61135658,MSB Containers & Recycling B.V.
37089106,"R.J.A. Kaal, h.o.n. MultiRay"
24325619,Dutch Trading Consortium B.V.
01015954,"O.H. Wijbenga, h.o.n. WKB Wijbenga Klussenbedrijf"
64783413,Framtyd Scheepvaart B.V. 
65424891,v.o.f. Koster Meubels
57904286,"F.F. van Twist, h.o.n. De Oudelande"
32152281,Retourette B.V.
65545567,MR Metaal
65966260,Maritiem Cleaning Europe B.V.
06021170,Vimobu B.V.
01048296,Man&Mach B.V.
14044175,Linisol Milieutechniek B.V.
68778600,"Scheepvaartbedrijf ""Zeeland"""
63665565,Hulter Agro Holding B.V.
59640642,"L.F. de Groot, h.o.n. DV Dienstverlening"
30020335,V.o.f. Fa. A.C. van der Gun en Zn.
58977244,"H.J. Reinders, h.o.n. Reinders Transport"
65018222,Van Oord Grondstoffen B.V.
24063712,Forteck Demontage B.V.
64296660,"A.T. Trouborst, h.o.n. Scheepvaartbedrijf Trouborst"
52648125,"G.E. Lutgens, h.o.n. In- en verkoop oude metalen Lutgens"
65463358,Van Herwijnen Zaltbommel B.V.
64444252,Ahava V.O.F.
64913252,JCL Scheepvaart B.V.
24247349,Hoveniersbedrijf Kees de Bruin B.V. 
63011514,Reedijk Used Tyres B.V. 
65574990,Renders Transport V.O.F.
25561626,"AUTODOPRAVA K & K, s.r.o."
55288634,"A. Swinkels, h.o.n. Handelsonderneming MRA"
65497201,"H.J.G.A. Jansen, h.o.n. Scheepvaartbedrijf Stegers"
65383990,LVT Transport B.V.
28057138,Henny Rietveld Bestratingen B.V.
11056242,"N. van der Ham, h.o.n. Niham Services"
64629112,B. van Zuuk Transport
61272701,Pakket van Postduif V.O.F.
64765830,Spijk Metaalrecycling V.O.F.
35019572,Autohandel en Autodemontagebedrijf Helmerich B.V.
65201833,WJC Transport B.V.
52858014,A. Noortman Grondverzet en Transport B.V.
64596303,Niezen Transport B.V.
55098819,Eimers Logistiek B.V.
57150346,Dick Bos Sleepdienst en Zn. Vof
20098468,J. Vos
58980164,Danny Huisman Transport
64063054,WesterZwam v.o.f.
65848403,"T.A. ten Kroode, h.o.n. Thomas Ten Kroode Transport"
65670930,Van Loon XL B.V.
65450124,"Maatschap Houwers-ter Haar, h.o.n. Loonbedrijf Houwers"
18106690,V.O.F. Roubos Transport
01013890,"K. Tijssen, h.o.n. Tijssen Internationaal Transport"
06080197,Jassies Transport B.V.
01060495,A.T. Vellema Transport B.V.
30224391,"I. Chouhou, h.o.n. I.A.A.N. Transport"
64317056,Pinwin Transport
61994294,"J. van der Meer, h.o.n. Menger Transport"
65494792,Steenbeek Transport v.o.f.
10143529,"W.A.G. van Bennekom, h.o.n. W.A.G. van Bennekom"
09089825,V.o.f. Internationaal Transportbedrijf v. Ooij
61582816,Morcargo B.V.
11062207,C.A. Jumelet Scheepvaart
62571109,Bird Logistics B.V.
24419210,Scheepvaartbedrijf Company B.V.
64720306,Scheepvaart & Handelsonderneming Gebr. P. & H.J. Snoeij B.V.
51320940,Hartman Transport V.O.F.
65445309,Dunnink Transporten B.V.
14631207,Transport- en Expeditiebedrijf Rekko B.V.
05084140,A.S. Handelsonderneming
32621588,SC BIS TRANS SRL
66158303,"P. de Jong, h.o.n. Pascal de Jong Transport"
01174356,"L.J. Haakma, h.o.n. Int. transport bedrijf LJHBURDAARD"
20154478,"Akshaya Holding B.V., h.o.n. Aronexpress"
10021277,V.o.f. Theo Peters en Zonen
54345596,"W. van de Water, h.o.n. Transportbedrijf Willem van de Water"
64955494,Koernap & Zn. V.O.F.
65738578,v.o.f. Dythar
30976061,SC Vogel Int. Transporte SRL
66086590,Prinsen Transport B.V.
30245427,Casa di Slob V.o.f.
04039012,"W. Sanders, h.o.n. Sanders Transport"
63895765,Folmer Transport V.O.F.
17188679,"C. van der Put, h.o.n. True Blue Transport"
11059599,Transportbedrijf A. Huisman Ochten B.V.
64773663,Oriana Shipping B.V. 
53926447,"T.A. de Vries, h.o.n. Transport T.A. de Vries"
29339022,SC Banari Trans SRL
65144988,KB handel & verhuur B.V. 
01029919,Transportbedrijf De Jong en Ypma B.V.
64820084,CIMS Netherlands B.V. 
62278134,R. Jolman
65741633,SMV Transport B.V. 
20143528,"W,A, Santbergen, h.o.n. STC"
26032740,SC SAVLEX SPEDITION SRL
63772353,Transport Services Graskamp B.V.
16085871,"R.H.Th. Timmermans, h.o.n. Robert Timmermans Transport"
01064837,"R. de Jong, h.o.n. R. de Jong Transport"
63851008,Monnens Transport C.V.
50305409,A. Hellevoort
50584073,Jean Wilms Transport en Logistiek B.V.
54802709,"A.J. Geerds, h.o.n. Continutritia"
21003104,V.O.F. Firma Gebr. J. en Th. Tieleman
73260817,Børge Nørgaard Tønder ApS
57029091,Besselsen Barneveld B.V.
54698790,"P.F. Leeuw, h.o.n. Kringloop-Metaalhandel Leeuw"
62912887,Bio Energy Hartlief-Lammers B.V.
31038217,"R.S. Blok, h.o.n. Blok Blaricum"
65400054,te Grotenhuis Dinxperlo V.O.F.
22037671,"T.W. Kort, h.o.n. Handelsonderneming T.W. Kort"
55509541,"R. Knijnenburg, h.o.n. Rico Knijnenburg Transport"
17271187,Ruelong B.V. 
27028410,SC GYOPPARSPEED SRL
22034893,"C. Schikker, h.o.n. Kees Schikker Internationaal Transport"
57197946,Handelsonderneming JBF V.o.f.
29010916,SC Beltoschi Trans SRL
08095122,Vossebeld C. en C. Techniek B.V.
63876760,Bulk Storage Delfzijl B.V.
66027462,"D. de Boer, h.o.n. DDB Transport"
61489255,Buis Loon- en mechanisatiebedrijf V.O.F.
59757248,Vof D. Kriekaart
30164253,"S.D.M. de Man, h.o.n. S.D.M. de Man Sneltransport"
52723682,Nard Cargo C.V.
65615719,V.O.F. Nagelhoud Transport
63558041,ms Jamaica VOF
39069937,TTA Sneltransport B.V.
62976176,Van Dijke Shipping V.O.F.
65592247,M&M Road Cargo B.V.
24173795,Jac. van der Windt
17197189,Schaap Agri Service B.V.
51988593,"N.M. Mesman, h.o.n. Capri Koerier"
63999595,"G. Spijkerman, h.o.n. Pallethandel Steenwijk"
11062312,"N. van Hees, h.o.n. TOB-klus.nl"
30277154,Dierenuitvaartcentrum IJsselstein B.V. 
59210524,Groothof Transport B.V.
14615259,J.H. van der Heijden Internationale Transporten B.V.
66278465,"S. Vaane, h.o.n. Sander Vaane Transport"
16086834,Jan de Waal Beheer B.V.
24388039,Bruinsma Freriks Transport B.V.
55194834,Van Leeuwen Bezorgservice B.V.
60833734,Loonbedrijf Koos van der Vaart B.V.
14041634,Transportbedrijf Cor Becker V.o.f.
24230469,Slager & Zandbergen Transport Vlaardingen B.V.
24470119,Proof of Delivery (POD) Logistics
